,age,sex,weight,reaction,count,applnNo
30845,6,1,n,CONDITION AGGRAVATED,2,ANDA074007
30846,6,1,h,ISCHAEMIC STROKE,1,ANDA074007
30847,6,1,h,LEUKAEMIA,1,ANDA074007
30848,6,1,h,OFF LABEL USE,1,ANDA074007
30849,5,2,l,CONDITION AGGRAVATED,1,ANDA074007
30850,5,2,l,FALL,1,ANDA074007
30851,5,2,l,HEAD INJURY,1,ANDA074007
30852,5,2,n,HEADACHE,2,ANDA074007
30853,5,2,n,PALPITATIONS,2,ANDA074007
30854,6,2,n,ACUTE KIDNEY INJURY,3,ANDA074007
30855,6,2,n,BALANCE DISORDER,1,ANDA074007
30856,6,2,n,CONFUSIONAL STATE,1,ANDA074007
30857,5,1,n,ACUTE KIDNEY INJURY,1,BLA103293
30858,5,1,n,CAPILLARY LEAK SYNDROME,1,BLA103293
30859,5,1,n,CYTOKINE RELEASE SYNDROME,1,BLA103293
30860,5,2,n,CONFUSIONAL STATE,1,BLA103293
30861,5,2,n,DYSPHAGIA,1,BLA103293
30862,5,2,n,HEPATOTOXICITY,1,BLA103293
30863,6,2,n,UPPER GASTROINTESTINAL HAEMORRHAGE,1,BLA103293
30886,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,4,ANDA209652
30887,1,1,l,LOW BIRTH WEIGHT BABY,2,ANDA209652
30888,1,1,l,AGITATION NEONATAL,1,ANDA209652
30889,2,1,l,ALANINE AMINOTRANSFERASE INCREASED,1,ANDA209652
30890,2,1,l,ASPARTATE AMINOTRANSFERASE INCREASED,1,ANDA209652
30891,2,1,l,DEVELOPMENTAL REGRESSION,1,ANDA209652
30892,3,1,l,CONDITION AGGRAVATED,3,ANDA209652
30893,3,1,l,OXYGEN SATURATION DECREASED,3,ANDA209652
30894,3,1,l,SEIZURE,3,ANDA209652
30895,3,1,n,DERMATITIS ALLERGIC,2,ANDA209652
30896,3,1,n,DRUG CROSS-REACTIVITY,2,ANDA209652
30897,3,1,n,ERYTHEMA,2,ANDA209652
30898,4,1,n,CONDITION AGGRAVATED,2,ANDA209652
30899,4,1,n,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2,ANDA209652
30900,4,1,n,TREMOR,2,ANDA209652
30901,4,1,h,CRANIOCEREBRAL INJURY,2,ANDA209652
30902,4,1,h,EPILEPSY,2,ANDA209652
30903,4,1,h,FALL,2,ANDA209652
30904,5,1,l,COMA,1,ANDA209652
30905,5,1,l,HYPOTENSION,1,ANDA209652
30906,5,1,l,WRONG PATIENT RECEIVED PRODUCT,1,ANDA209652
30907,5,1,n,PAIN,9,ANDA209652
30908,5,1,n,ANXIETY,8,ANDA209652
30909,5,1,n,EMOTIONAL DISTRESS,7,ANDA209652
30910,5,1,h,ABNORMAL BEHAVIOUR,4,ANDA209652
30911,5,1,h,ANHEDONIA,4,ANDA209652
30912,5,1,h,ANXIETY,4,ANDA209652
30913,6,1,n,COMA,2,ANDA209652
30914,6,1,n,EXPIRED PRODUCT ADMINISTERED,2,ANDA209652
30915,6,1,n,ACUTE KIDNEY INJURY,1,ANDA209652
30916,6,1,h,HYPERHIDROSIS,3,ANDA209652
30917,6,1,h,AGITATION,2,ANDA209652
30918,6,1,h,ATRIAL FIBRILLATION,2,ANDA209652
30919,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,3,ANDA209652
30920,1,2,l,DRUG INEFFECTIVE,2,ANDA209652
30921,1,2,l,AORTIC STENOSIS,1,ANDA209652
30922,2,2,l,DRUG INEFFECTIVE,1,ANDA209652
30923,2,2,l,EYE MOVEMENT DISORDER,1,ANDA209652
30924,2,2,l,TACHYCARDIA,1,ANDA209652
30925,3,2,l,DEATH,1,ANDA209652
30926,3,2,l,HYPERTRANSAMINASAEMIA,1,ANDA209652
30927,3,2,l,SEIZURE,1,ANDA209652
30928,3,2,n,DERMATITIS ALLERGIC,1,ANDA209652
30929,3,2,n,DRUG CROSS-REACTIVITY,1,ANDA209652
30930,3,2,n,LYMPHADENOPATHY,1,ANDA209652
30931,4,2,l,DRUG INTERACTION,2,ANDA209652
30932,4,2,l,OFF LABEL USE,2,ANDA209652
30933,4,2,l,ABNORMAL BEHAVIOUR,1,ANDA209652
30934,4,2,n,ADVERSE DRUG REACTION,1,ANDA209652
30935,4,2,n,INADEQUATE ANALGESIA,1,ANDA209652
30936,5,2,l,RASH,2,ANDA209652
30937,5,2,l,ANTINUCLEAR ANTIBODY POSITIVE,1,ANDA209652
30938,5,2,l,APPLICATION SITE PRURITUS,1,ANDA209652
30939,5,2,n,ANXIETY,7,ANDA209652
30940,5,2,n,PAIN,7,ANDA209652
30941,5,2,n,SEIZURE,7,ANDA209652
30942,5,2,h,RASH,7,ANDA209652
30943,5,2,h,ANXIETY,4,ANDA209652
30944,5,2,h,PAIN,4,ANDA209652
30945,6,2,l,FATIGUE,1,ANDA209652
30946,6,2,l,TREATMENT NONCOMPLIANCE,1,ANDA209652
30947,6,2,n,NAUSEA,4,ANDA209652
30948,6,2,n,CONSTIPATION,3,ANDA209652
30949,6,2,n,COUGH,3,ANDA209652
30950,6,2,h,FALL,3,ANDA209652
30951,6,2,h,ABDOMINAL PAIN UPPER,1,ANDA209652
30952,6,2,h,ANAESTHETIC COMPLICATION,1,ANDA209652
30953,3,1,l,AGGRESSION,2,ANDA079017
30954,3,1,l,ANXIETY,2,ANDA079017
30955,3,1,l,ATTENTION DEFICIT HYPERACTIVITY DISORDER,2,ANDA079017
30956,3,1,n,ACCELERATED IDIOVENTRICULAR RHYTHM,1,ANDA079017
30957,3,1,n,DISEASE RECURRENCE,1,ANDA079017
30958,3,1,n,DRUG INTERACTION,1,ANDA079017
30959,4,1,n,ABNORMAL WEIGHT GAIN,2,ANDA079017
30960,4,1,n,GALACTORRHOEA,2,ANDA079017
30961,4,1,n,OCULOGYRIC CRISIS,2,ANDA079017
30962,4,1,h,EPISTAXIS,1,ANDA079017
30963,4,1,h,PLATELET COUNT DECREASED,1,ANDA079017
30964,4,1,h,WEIGHT INCREASED,1,ANDA079017
30965,5,1,n,DYSURIA,3,ANDA079017
30966,5,1,n,POLLAKIURIA,3,ANDA079017
30967,5,1,n,DEPRESSION,2,ANDA079017
30968,5,1,h,ANXIETY,2,ANDA079017
30969,5,1,h,COORDINATION ABNORMAL,2,ANDA079017
30970,5,1,h,EMOTIONAL POVERTY,2,ANDA079017
30971,1,2,l,DRUG WITHDRAWAL SYNDROME NEONATAL,4,ANDA079017
30972,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,3,ANDA079017
30973,1,2,l,MATERNAL EXPOSURE DURING PREGNANCY,1,ANDA079017
30974,3,2,l,ALOPECIA,1,ANDA079017
30975,3,2,l,ALTERED STATE OF CONSCIOUSNESS,1,ANDA079017
30976,3,2,l,COMPULSIVE LIP BITING,1,ANDA079017
30977,4,2,n,APATHY,1,ANDA079017
30978,4,2,n,BLOOD PRESSURE INCREASED,1,ANDA079017
30979,4,2,n,BREAST DISCHARGE,1,ANDA079017
30980,5,2,n,NAUSEA,7,ANDA079017
30981,5,2,n,LIVER INJURY,6,ANDA079017
30982,5,2,n,DEPRESSION,5,ANDA079017
30983,5,2,h,C-REACTIVE PROTEIN INCREASED,7,ANDA079017
30984,5,2,h,CONFUSIONAL STATE,7,ANDA079017
30985,5,2,h,ABDOMINAL DISCOMFORT,6,ANDA079017
30986,6,2,n,ALOPECIA,1,ANDA079017
30987,6,2,n,COUGH,1,ANDA079017
30988,6,2,n,DYSPNOEA,1,ANDA079017
30989,6,2,h,CONTUSION,1,ANDA079017
30990,6,2,h,PERIPHERAL SWELLING,1,ANDA079017
30991,6,2,h,WEIGHT DECREASED,1,ANDA079017
30992,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,5,ANDA091348
30993,1,1,l,LOW BIRTH WEIGHT BABY,5,ANDA091348
30994,1,1,l,PREMATURE BABY,4,ANDA091348
30995,2,1,l,FEBRILE NEUTROPENIA,4,ANDA091348
30996,2,1,l,APLASTIC ANAEMIA,2,ANDA091348
30997,2,1,l,BACTERAEMIA,2,ANDA091348
30998,3,1,l,FEBRILE NEUTROPENIA,10,ANDA091348
30999,3,1,l,APLASTIC ANAEMIA,4,ANDA091348
31000,3,1,l,PYREXIA,4,ANDA091348
31001,3,1,n,LEUKOPENIA,1,ANDA091348
31002,3,1,n,VARICELLA VIRUS TEST POSITIVE,1,ANDA091348
31003,4,1,l,BRAIN OEDEMA,1,ANDA091348
31004,4,1,l,RESPIRATORY FAILURE,1,ANDA091348
31005,4,1,n,FEBRILE NEUTROPENIA,2,ANDA091348
31006,4,1,n,OFF LABEL USE,2,ANDA091348
31007,4,1,n,APLASIA,1,ANDA091348
31008,5,1,n,EMOTIONAL DISTRESS,34,ANDA091348
31009,5,1,n,ANHEDONIA,33,ANDA091348
31010,5,1,n,ANXIETY,33,ANDA091348
31011,5,1,h,EMOTIONAL DISTRESS,16,ANDA091348
31012,5,1,h,PAIN,16,ANDA091348
31013,5,1,h,ANHEDONIA,15,ANDA091348
31014,6,1,l,DEATH,1,ANDA091348
31015,6,1,l,GASTROINTESTINAL HAEMORRHAGE,1,ANDA091348
31016,6,1,l,HAEMOTHORAX,1,ANDA091348
31017,6,1,n,PNEUMONIA,4,ANDA091348
31018,6,1,n,PYREXIA,4,ANDA091348
31019,6,1,n,CONFUSIONAL STATE,3,ANDA091348
31020,6,1,h,ATRIAL FIBRILLATION,3,ANDA091348
31021,6,1,h,DEHYDRATION,2,ANDA091348
31022,6,1,h,DRUG INEFFECTIVE,2,ANDA091348
31023,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,4,ANDA091348
31024,1,2,l,BIRTH MARK,1,ANDA091348
31025,1,2,l,CAESAREAN SECTION,1,ANDA091348
31026,2,2,l,FEBRILE NEUTROPENIA,2,ANDA091348
31027,2,2,l,PRODUCT USE IN UNAPPROVED INDICATION,2,ANDA091348
31028,2,2,l,CONJUNCTIVITIS,1,ANDA091348
31029,3,2,l,APLASTIC ANAEMIA,3,ANDA091348
31030,3,2,l,FEBRILE NEUTROPENIA,3,ANDA091348
31031,3,2,l,PRODUCT USE IN UNAPPROVED INDICATION,3,ANDA091348
31032,4,2,n,TRANSFUSION,3,ANDA091348
31033,4,2,n,FEBRILE NEUTROPENIA,2,ANDA091348
31034,4,2,n,ANAEMIA,1,ANDA091348
31035,4,2,h,FEBRILE NEUTROPENIA,1,ANDA091348
31036,5,2,l,CYSTIC FIBROSIS,1,ANDA091348
31037,5,2,l,DIARRHOEA,1,ANDA091348
31038,5,2,l,DRUG-INDUCED LIVER INJURY,1,ANDA091348
31039,5,2,n,PAIN,43,ANDA091348
31040,5,2,n,DIARRHOEA,39,ANDA091348
31041,5,2,n,RASH,39,ANDA091348
31042,5,2,h,BLISTER,99,ANDA091348
31043,5,2,h,FATIGUE,96,ANDA091348
31044,5,2,h,FOLLICULITIS,96,ANDA091348
31045,6,2,l,COLITIS ISCHAEMIC,1,ANDA091348
31046,6,2,l,CONDITION AGGRAVATED,1,ANDA091348
31047,6,2,l,DEATH,1,ANDA091348
31048,6,2,n,CYTOKINE RELEASE SYNDROME,6,ANDA091348
31049,6,2,n,PYREXIA,6,ANDA091348
31050,6,2,n,CONSTIPATION,5,ANDA091348
31051,6,2,h,TREMOR,2,ANDA091348
31052,6,2,h,ABDOMINAL PAIN,1,ANDA091348
31053,6,2,h,ANHEDONIA,1,ANDA091348
31054,5,1,n,DYSPNOEA,3,NDA021912
31055,5,1,n,NAUSEA,2,NDA021912
31056,5,1,n,PNEUMONIA,2,NDA021912
31057,5,1,h,ANXIETY,2,NDA021912
31058,5,1,h,DIZZINESS,2,NDA021912
31059,5,1,h,HEART RATE INCREASED,2,NDA021912
31060,6,1,n,DYSPNOEA,4,NDA021912
31061,6,1,n,CARDIAC ARREST,3,NDA021912
31062,6,1,n,CEREBROVASCULAR ACCIDENT,3,NDA021912
31063,6,1,h,CARDIAC ARREST,1,NDA021912
31064,6,1,h,CORONARY ARTERIAL STENT INSERTION,1,NDA021912
31065,6,1,h,DEHYDRATION,1,NDA021912
31066,5,2,l,FATIGUE,1,NDA021912
31067,5,2,l,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,1,NDA021912
31068,5,2,l,WEIGHT DECREASED,1,NDA021912
31069,5,2,n,ASTHENIA,2,NDA021912
31070,5,2,n,FATIGUE,2,NDA021912
31071,5,2,n,ASTHMA,1,NDA021912
31072,5,2,h,CHEST DISCOMFORT,1,NDA021912
31073,5,2,h,COLD SWEAT,1,NDA021912
31074,5,2,h,COUGH,1,NDA021912
31075,6,2,l,INTENTIONAL PRODUCT USE ISSUE,1,NDA021912
31076,6,2,l,NASOPHARYNGITIS,1,NDA021912
31077,6,2,l,POOR QUALITY DRUG ADMINISTERED,1,NDA021912
31078,6,2,n,DYSPNOEA,8,NDA021912
31079,6,2,n,FATIGUE,7,NDA021912
31080,6,2,n,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,6,NDA021912
31081,6,2,h,PRODUCT USE IN UNAPPROVED INDICATION,3,NDA021912
31082,6,2,h,DEATH,2,NDA021912
31083,6,2,h,PNEUMONIA,2,NDA021912
31108,5,1,n,ARTHRALGIA,2,NDA206627
31109,5,1,n,ASTHENIA,2,NDA206627
31110,5,1,n,BODY TEMPERATURE INCREASED,2,NDA206627
31111,5,1,h,ABDOMINAL PAIN,1,NDA206627
31112,5,1,h,ABNORMAL LOSS OF WEIGHT,1,NDA206627
31113,5,1,h,ACARODERMATITIS,1,NDA206627
31114,6,1,n,DIARRHOEA,2,NDA206627
31115,6,1,n,ABDOMINAL DISTENSION,1,NDA206627
31116,6,1,n,ANGIOEDEMA,1,NDA206627
31117,4,2,n,PILONIDAL CYST,1,NDA206627
31118,4,2,n,WOUND COMPLICATION,1,NDA206627
31119,5,2,n,FATIGUE,3,NDA206627
31120,5,2,n,ABDOMINAL DISCOMFORT,2,NDA206627
31121,5,2,n,ANXIETY,2,NDA206627
31122,5,2,h,ABDOMINAL DISCOMFORT,1,NDA206627
31123,5,2,h,ALOPECIA,1,NDA206627
31124,5,2,h,ANTINUCLEAR ANTIBODY INCREASED,1,NDA206627
31125,6,2,n,PAIN IN EXTREMITY,2,NDA206627
31126,6,2,n,ABDOMINAL PAIN UPPER,1,NDA206627
31127,6,2,n,BACK PAIN,1,NDA206627
31128,6,2,h,ASTHMA,1,NDA206627
31129,6,2,h,BACK PAIN,1,NDA206627
31130,6,2,h,CONTUSION,1,NDA206627
31131,5,1,n,ANHEDONIA,2,ANDA090956
31132,5,1,n,ANXIETY,2,ANDA090956
31133,5,1,n,CHRONIC KIDNEY DISEASE,2,ANDA090956
31134,5,1,h,ANHEDONIA,1,ANDA090956
31135,5,1,h,ANXIETY,1,ANDA090956
31136,5,1,h,BACK DISORDER,1,ANDA090956
31137,6,1,n,CHRONIC KIDNEY DISEASE,1,ANDA090956
31138,6,1,n,HYPERTENSION,1,ANDA090956
31139,6,1,h,DEVICE DIFFICULT TO USE,1,ANDA090956
31140,6,1,h,PANCREATITIS,1,ANDA090956
31141,6,1,h,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,1,ANDA090956
31142,5,2,l,BONE PAIN,1,ANDA090956
31143,5,2,l,DISORIENTATION,1,ANDA090956
31144,5,2,l,HYPOAESTHESIA,1,ANDA090956
31145,5,2,n,NAUSEA,4,ANDA090956
31146,5,2,n,ANXIETY,3,ANDA090956
31147,5,2,n,CHRONIC KIDNEY DISEASE,3,ANDA090956
31148,5,2,h,PAIN,3,ANDA090956
31149,5,2,h,BACK PAIN,2,ANDA090956
31150,5,2,h,EMOTIONAL DISTRESS,2,ANDA090956
31151,6,2,n,DIARRHOEA,2,ANDA090956
31152,6,2,n,OFF LABEL USE,2,ANDA090956
31153,6,2,n,PRURITUS,2,ANDA090956
31233,5,2,h,BLOOD GLUCOSE INCREASED,1,ANDA207505
31234,5,2,h,DIARRHOEA,1,ANDA207505
31235,5,2,h,DYSPHAGIA,1,ANDA207505
31236,5,1,h,ACTIVITIES OF DAILY LIVING IMPAIRED,1,NDA204286
31237,5,1,h,ANXIETY,1,NDA204286
31238,5,1,h,ASTHENIA,1,NDA204286
31239,6,1,h,BLOOD GLUCOSE DECREASED,1,NDA204286
31240,6,1,h,BLOOD GLUCOSE INCREASED,1,NDA204286
31241,6,1,h,HYPERTENSIVE URGENCY,1,NDA204286
31242,5,2,n,PAIN,4,NDA204286
31243,5,2,n,ANHEDONIA,3,NDA204286
31244,5,2,n,ANXIETY,3,NDA204286
31245,5,2,h,ALOPECIA,1,NDA204286
31288,4,1,n,ADMINISTRATION SITE PAIN,1,BLA125495
31289,5,1,n,HEREDITARY ANGIOEDEMA,3,BLA125495
31290,5,1,n,DRUG INEFFECTIVE,2,BLA125495
31291,5,1,n,INJECTION SITE PAIN,2,BLA125495
31292,5,1,h,INJECTION SITE ERYTHEMA,1,BLA125495
31293,5,1,h,INJECTION SITE PRURITUS,1,BLA125495
31294,5,1,h,NASOPHARYNGITIS,1,BLA125495
31295,4,2,n,HEREDITARY ANGIOEDEMA,1,BLA125495
31296,5,2,l,HEREDITARY ANGIOEDEMA,1,BLA125495
31297,5,2,l,NO ADVERSE EVENT,1,BLA125495
31298,5,2,l,THERAPY INTERRUPTED,1,BLA125495
31299,5,2,n,HEREDITARY ANGIOEDEMA,12,BLA125495
31300,5,2,n,NO ADVERSE EVENT,5,BLA125495
31301,5,2,n,DRUG INEFFECTIVE,4,BLA125495
31302,5,2,h,HEREDITARY ANGIOEDEMA,1,BLA125495
31303,5,2,h,INFUSION SITE PAIN,1,BLA125495
31304,5,2,h,PAIN,1,BLA125495
31305,6,2,n,HEREDITARY ANGIOEDEMA,2,BLA125495
31306,6,2,n,DRUG INEFFECTIVE,1,BLA125495
31307,6,2,n,DYSPNOEA,1,BLA125495
31314,1,1,l,HIRSUTISM,1,NDA022257
31315,1,1,l,HYPERTENSION,1,NDA022257
31316,1,1,l,NEUTROPENIA,1,NDA022257
31317,2,1,l,NEUTROPENIA,3,NDA022257
31318,2,1,l,DRUG INTERACTION,2,NDA022257
31319,2,1,l,ELECTROLYTE IMBALANCE,2,NDA022257
31320,3,1,l,BIOPSY HEART,1,NDA022257
31321,3,1,l,DRUG LEVEL INCREASED,1,NDA022257
31322,3,1,l,HAEMORRHAGE,1,NDA022257
31323,3,1,n,SYNCOPE,2,NDA022257
31324,3,1,n,DYSPNOEA,1,NDA022257
31325,3,1,n,OFF LABEL USE,1,NDA022257
31326,4,1,l,DEVICE RELATED SEPSIS,1,NDA022257
31327,4,1,l,HYPOXIA,1,NDA022257
31328,4,1,l,PULMONARY FUNCTION TEST ABNORMAL,1,NDA022257
31329,4,1,n,PYREXIA,2,NDA022257
31330,4,1,n,ADENOVIRUS INFECTION,1,NDA022257
31331,4,1,n,C-REACTIVE PROTEIN INCREASED,1,NDA022257
31332,5,1,l,ACUTE KIDNEY INJURY,1,NDA022257
31333,5,1,l,CHRONIC KIDNEY DISEASE,1,NDA022257
31334,5,1,l,COVID-19,1,NDA022257
31335,5,1,n,PAIN,10,NDA022257
31336,5,1,n,EMOTIONAL DISTRESS,9,NDA022257
31337,5,1,n,CHRONIC KIDNEY DISEASE,8,NDA022257
31338,5,1,h,NAUSEA,5,NDA022257
31339,5,1,h,ASTHENIA,4,NDA022257
31340,5,1,h,DEPRESSION,4,NDA022257
31341,6,1,l,INTERSTITIAL LUNG DISEASE,1,NDA022257
31342,6,1,l,PRODUCT USE ISSUE,1,NDA022257
31343,6,1,n,SEPSIS,4,NDA022257
31344,6,1,n,ANAPHYLACTIC SHOCK,1,NDA022257
31345,6,1,n,CYTOMEGALOVIRUS INFECTION REACTIVATION,1,NDA022257
31346,6,1,h,EJECTION FRACTION DECREASED,2,NDA022257
31347,6,1,h,HEART TRANSPLANT REJECTION,2,NDA022257
31348,6,1,h,CYTOMEGALOVIRUS VIRAEMIA,1,NDA022257
31349,2,2,l,ALANINE AMINOTRANSFERASE INCREASED,1,NDA022257
31350,2,2,l,GRANULOCYTOPENIA,1,NDA022257
31351,2,2,l,OFF LABEL USE,1,NDA022257
31352,4,2,l,DEATH,1,NDA022257
31353,4,2,l,SEIZURE,1,NDA022257
31354,4,2,l,SINUS NODE DYSFUNCTION,1,NDA022257
31355,4,2,n,ANXIETY,1,NDA022257
31356,4,2,n,CONFUSIONAL STATE,1,NDA022257
31357,4,2,n,"HALLUCINATION, VISUAL",1,NDA022257
31358,5,2,l,CONDITION AGGRAVATED,2,NDA022257
31359,5,2,l,HEART RATE INCREASED,2,NDA022257
31360,5,2,l,KIDNEY TRANSPLANT REJECTION,2,NDA022257
31361,5,2,n,ANXIETY,4,NDA022257
31362,5,2,n,HEPATIC ENZYME INCREASED,4,NDA022257
31363,5,2,n,VOMITING,4,NDA022257
31364,5,2,h,BLOOD CREATININE INCREASED,2,NDA022257
31365,5,2,h,DRUG INTERACTION,2,NDA022257
31366,5,2,h,FATIGUE,2,NDA022257
31367,6,2,l,COLITIS ISCHAEMIC,1,NDA022257
31368,6,2,l,CONDITION AGGRAVATED,1,NDA022257
31369,6,2,l,CYTOMEGALOVIRUS HEPATITIS,1,NDA022257
31370,6,2,n,ABDOMINAL PAIN,2,NDA022257
31371,6,2,n,ANAEMIA,2,NDA022257
31372,6,2,n,BRONCHOPULMONARY ASPERGILLOSIS,2,NDA022257
31373,5,1,n,DIARRHOEA,16,NDA022465
31374,5,1,n,MALIGNANT NEOPLASM PROGRESSION,13,NDA022465
31375,5,1,n,NAUSEA,10,NDA022465
31376,5,1,h,DIARRHOEA,10,NDA022465
31377,5,1,h,ANAEMIA,5,NDA022465
31378,5,1,h,DECREASED APPETITE,5,NDA022465
31379,6,1,n,DIARRHOEA,22,NDA022465
31380,6,1,n,DYSPNOEA,17,NDA022465
31381,6,1,n,MALIGNANT NEOPLASM PROGRESSION,16,NDA022465
31382,6,1,h,GENERAL PHYSICAL HEALTH DETERIORATION,5,NDA022465
31383,6,1,h,GASTRIC ULCER,3,NDA022465
31384,6,1,h,MALIGNANT NEOPLASM PROGRESSION,3,NDA022465
31385,3,2,l,CEREBRAL HAEMORRHAGE,1,NDA022465
31386,3,2,l,CHOLELITHIASIS,1,NDA022465
31387,3,2,l,HAEMORRHAGE INTRACRANIAL,1,NDA022465
31388,4,2,l,HEPATIC FUNCTION ABNORMAL,1,NDA022465
31389,4,2,l,MYALGIA,1,NDA022465
31390,4,2,l,VISUAL IMPAIRMENT,1,NDA022465
31391,4,2,n,EPISTAXIS,1,NDA022465
31392,4,2,n,HYPERTENSION,1,NDA022465
31393,4,2,n,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1,NDA022465
31394,5,2,l,ABDOMINAL PAIN UPPER,1,NDA022465
31395,5,2,l,ANAEMIA,1,NDA022465
31396,5,2,l,COUGH,1,NDA022465
31397,5,2,n,DIARRHOEA,14,NDA022465
31398,5,2,n,HYPERTENSION,10,NDA022465
31399,5,2,n,MALIGNANT NEOPLASM PROGRESSION,8,NDA022465
31400,5,2,h,CONCOMITANT DISEASE AGGRAVATED,2,NDA022465
31401,5,2,h,ASTHENIA,1,NDA022465
31402,5,2,h,AUTOIMMUNE THYROIDITIS,1,NDA022465
31403,6,2,l,MALIGNANT NEOPLASM PROGRESSION,2,NDA022465
31404,6,2,l,ANAEMIA,1,NDA022465
31405,6,2,l,DERMATITIS,1,NDA022465
31406,6,2,n,DIARRHOEA,15,NDA022465
31407,6,2,n,FATIGUE,11,NDA022465
31408,6,2,n,VOMITING,11,NDA022465
31409,6,2,h,ANAEMIA,1,NDA022465
31410,6,2,h,BACK PAIN,1,NDA022465
31411,6,2,h,ECCHYMOSIS,1,NDA022465
31412,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,7,NDA020626
31413,1,1,l,SMALL FOR DATES BABY,4,NDA020626
31414,1,1,l,FOETAL GROWTH RESTRICTION,2,NDA020626
31415,2,1,l,CONGENITAL URINARY TRACT OBSTRUCTION,1,NDA020626
31416,2,1,l,EXPOSURE VIA BREAST MILK,1,NDA020626
31417,2,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA020626
31418,3,1,l,ADMINISTRATION SITE PRURITUS,1,NDA020626
31419,3,1,l,ADMINISTRATION SITE SWELLING,1,NDA020626
31420,3,1,l,ATTENTION DEFICIT HYPERACTIVITY DISORDER,1,NDA020626
31421,3,1,n,DRUG ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE,1,NDA020626
31422,3,1,n,PRODUCT USE ISSUE,1,NDA020626
31423,4,1,l,POLYDIPSIA,2,NDA020626
31424,4,1,l,CHEST DISCOMFORT,1,NDA020626
31425,4,1,l,OXYGEN SATURATION DECREASED,1,NDA020626
31426,4,1,n,COLITIS ULCERATIVE,3,NDA020626
31427,4,1,n,CLOSTRIDIUM DIFFICILE INFECTION,1,NDA020626
31428,4,1,n,DEVICE DAMAGE,1,NDA020626
31429,4,1,h,DRUG INTERACTION,1,NDA020626
31430,4,1,h,SEROTONIN SYNDROME,1,NDA020626
31431,5,1,l,DRUG EFFECT DECREASED,1,NDA020626
31432,5,1,l,HEADACHE,1,NDA020626
31433,5,1,l,PRODUCT DOSE OMISSION,1,NDA020626
31434,5,1,n,PAIN,31,NDA020626
31435,5,1,n,ANXIETY,28,NDA020626
31436,5,1,n,EMOTIONAL DISTRESS,26,NDA020626
31437,5,1,h,ANXIETY,12,NDA020626
31438,5,1,h,EMOTIONAL DISTRESS,12,NDA020626
31439,5,1,h,PAIN,12,NDA020626
31440,6,1,n,ANXIETY,3,NDA020626
31441,6,1,n,AGGRESSION,2,NDA020626
31442,6,1,n,BALANCE DISORDER,2,NDA020626
31443,6,1,h,ARTHRALGIA,2,NDA020626
31444,6,1,h,DEATH,2,NDA020626
31445,6,1,h,MOUTH ULCERATION,2,NDA020626
31446,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,5,NDA020626
31447,1,2,l,RESPIRATORY DISTRESS,4,NDA020626
31448,1,2,l,BRADYCARDIA NEONATAL,2,NDA020626
31449,2,2,l,FOETAL EXPOSURE DURING PREGNANCY,2,NDA020626
31450,2,2,l,DEVELOPMENTAL DELAY,1,NDA020626
31451,2,2,l,SEIZURE,1,NDA020626
31452,3,2,n,CROHN^S DISEASE,1,NDA020626
31453,3,2,n,CRYING,1,NDA020626
31454,3,2,n,HYPERACUSIS,1,NDA020626
31455,4,2,l,BACTERIAL INFECTION,1,NDA020626
31456,4,2,l,EAR INFECTION,1,NDA020626
31457,4,2,l,FUNGAL INFECTION,1,NDA020626
31458,4,2,n,ABDOMINAL PAIN,3,NDA020626
31459,4,2,n,ACUTE RESPIRATORY FAILURE,3,NDA020626
31460,4,2,n,INTENTIONAL OVERDOSE,3,NDA020626
31461,5,2,l,ASTHENIA,2,NDA020626
31462,5,2,l,HYPOAESTHESIA,2,NDA020626
31463,5,2,l,NAUSEA,2,NDA020626
31464,5,2,n,PAIN,80,NDA020626
31465,5,2,n,ANXIETY,59,NDA020626
31466,5,2,n,FATIGUE,59,NDA020626
31467,5,2,h,HEADACHE,17,NDA020626
31468,5,2,h,NAUSEA,13,NDA020626
31469,5,2,h,ARTHRALGIA,12,NDA020626
31470,6,2,l,DYSPNOEA,2,NDA020626
31471,6,2,l,ABDOMINAL PAIN,1,NDA020626
31472,6,2,l,ACUTE KIDNEY INJURY,1,NDA020626
31473,6,2,n,DRUG INEFFECTIVE,13,NDA020626
31474,6,2,n,FATIGUE,13,NDA020626
31475,6,2,n,NAUSEA,13,NDA020626
31476,6,2,h,ATRIAL FIBRILLATION,2,NDA020626
31477,6,2,h,DIARRHOEA,2,NDA020626
31478,6,2,h,INJECTION SITE SWELLING,2,NDA020626
31548,3,1,l,BACTERIAL SEPSIS,1,part358H
