,Unnamed: 0,count,event,applnNo
3462,3462,11663,Death,ANDA074726
3463,3463,1825,Disabling,ANDA074726
3464,3464,35590,Hospitalization,ANDA074726
3465,3465,4756,Life Threatening Event,ANDA074726
3466,3466,22336,Serious Cases,NDA021098
3467,3467,433,Death,NDA021098
3468,3468,804,Disabling,NDA021098
3469,3469,13076,Hospitalization,NDA021098
3470,3470,1099,Life Threatening Event,NDA021098
3471,3471,8,Serious Cases,ANDA205975
3472,3472,1,Death,ANDA205975
3473,3473,3,Hospitalization,ANDA205975
3474,3474,2,Life Threatening Event,ANDA205975
3475,3475,40817,Serious Cases,NDA021290
3476,3476,15638,Death,NDA021290
3477,3477,630,Disabling,NDA021290
3478,3478,24079,Hospitalization,NDA021290
3479,3479,1334,Life Threatening Event,NDA021290
3480,3480,492,Serious Cases,ANDA206589
3481,3481,127,Death,ANDA206589
3482,3482,5,Disabling,ANDA206589
3483,3483,212,Hospitalization,ANDA206589
3484,3484,50,Life Threatening Event,ANDA206589
3485,3485,1498,Serious Cases,NDA022212
3486,3486,112,Death,NDA022212
3487,3487,56,Disabling,NDA022212
3488,3488,534,Hospitalization,NDA022212
3489,3489,33,Life Threatening Event,NDA022212
3490,3490,8200,Serious Cases,ANDA076222
3491,3491,2732,Death,ANDA076222
3492,3492,184,Disabling,ANDA076222
3493,3493,3389,Hospitalization,ANDA076222
3494,3494,921,Life Threatening Event,ANDA076222
3495,3495,9398,Serious Cases,ANDA062298
3496,3496,1129,Death,ANDA062298
3497,3497,691,Disabling,ANDA062298
3498,3498,3837,Hospitalization,ANDA062298
3499,3499,806,Life Threatening Event,ANDA062298
3500,3500,3545,Serious Cases,NDA018612
3501,3501,128,Death,NDA018612
3502,3502,94,Disabling,NDA018612
3503,3503,795,Hospitalization,NDA018612
3504,3504,104,Life Threatening Event,NDA018612
3505,3505,11627,Serious Cases,ANDA208488
3506,3506,5637,Death,ANDA208488
3507,3507,78,Disabling,ANDA208488
3508,3508,3727,Hospitalization,ANDA208488
3509,3509,286,Life Threatening Event,ANDA208488
3510,3510,5747,Serious Cases,NDA022430
3511,3511,1003,Death,NDA022430
3512,3512,263,Disabling,NDA022430
3513,3513,2755,Hospitalization,NDA022430
3514,3514,893,Life Threatening Event,NDA022430
3515,3515,1015,Serious Cases,NDA012750
3516,3516,65,Death,NDA012750
3517,3517,54,Disabling,NDA012750
3518,3518,494,Hospitalization,NDA012750
3519,3519,31,Life Threatening Event,NDA012750
3520,3520,760,Serious Cases,ANDA208823
3521,3521,191,Death,ANDA208823
3522,3522,117,Disabling,ANDA208823
3523,3523,363,Hospitalization,ANDA208823
3524,3524,111,Life Threatening Event,ANDA208823
3525,3525,19493,Serious Cases,NDA204623
3526,3526,2240,Death,NDA204623
3527,3527,2767,Disabling,NDA204623
3528,3528,7938,Hospitalization,NDA204623
3529,3529,2319,Life Threatening Event,NDA204623
3530,3530,9857,Serious Cases,NDA022291
3531,3531,3835,Death,NDA022291
3532,3532,129,Disabling,NDA022291
3533,3533,3424,Hospitalization,NDA022291
3534,3534,396,Life Threatening Event,NDA022291
3535,3535,207102,Serious Cases,part341
3536,3536,50418,Death,part341
3537,3537,8109,Disabling,part341
3538,3538,98630,Hospitalization,part341
3539,3539,15652,Life Threatening Event,part341
3540,3540,8954,Serious Cases,NDA021990
3541,3541,1237,Death,NDA021990
3542,3542,287,Disabling,NDA021990
3543,3543,3654,Hospitalization,NDA021990
3544,3544,476,Life Threatening Event,NDA021990
3545,3545,12851,Serious Cases,NDA202270
3546,3546,1980,Death,NDA202270
3547,3547,613,Disabling,NDA202270
3548,3548,6429,Hospitalization,NDA202270
3549,3549,1162,Life Threatening Event,NDA202270
3550,3550,40,Serious Cases,part357I
3551,3551,17,Death,part357I
3552,3552,13,Disabling,part357I
3553,3553,26,Hospitalization,part357I
3554,3554,15,Life Threatening Event,part357I
3555,3555,3167,Serious Cases,M006
3556,3556,366,Death,M006
3557,3557,137,Disabling,M006
3558,3558,1273,Hospitalization,M006
3559,3559,318,Life Threatening Event,M006
3560,3560,8711,Serious Cases,NDA021437
3561,3561,1016,Death,NDA021437
3562,3562,348,Disabling,NDA021437
3563,3563,5348,Hospitalization,NDA021437
3564,3564,831,Life Threatening Event,NDA021437
3565,3565,5304,Serious Cases,NDA201292
3566,3566,1365,Death,NDA201292
3567,3567,109,Disabling,NDA201292
3568,3568,1944,Hospitalization,NDA201292
3569,3569,213,Life Threatening Event,NDA201292
3570,3570,382,Serious Cases,ANDA084779
3571,3571,58,Death,ANDA084779
3572,3572,19,Disabling,ANDA084779
3573,3573,154,Hospitalization,ANDA084779
3574,3574,15,Life Threatening Event,ANDA084779
3575,3575,9516,Serious Cases,NDA021856
3576,3576,1652,Death,NDA021856
3577,3577,533,Disabling,NDA021856
3578,3578,5488,Hospitalization,NDA021856
3579,3579,752,Life Threatening Event,NDA021856
3580,3580,657,Serious Cases,BLA017692
3581,3581,20,Death,BLA017692
3582,3582,16,Disabling,BLA017692
3583,3583,349,Hospitalization,BLA017692
3584,3584,25,Life Threatening Event,BLA017692
3585,3585,23101,Serious Cases,BLA125084
3586,3586,3896,Death,BLA125084
3587,3587,391,Disabling,BLA125084
3588,3588,11049,Hospitalization,BLA125084
3589,3589,2026,Life Threatening Event,BLA125084
3590,3590,28,Serious Cases,ANDA205076
3591,3591,3,Death,ANDA205076
3592,3592,2,Disabling,ANDA205076
3593,3593,16,Hospitalization,ANDA205076
3594,3594,3,Life Threatening Event,ANDA205076
3595,3595,389,Serious Cases,ANDA090372
3596,3596,42,Death,ANDA090372
3597,3597,22,Disabling,ANDA090372
3598,3598,172,Hospitalization,ANDA090372
3599,3599,21,Life Threatening Event,ANDA090372
3600,3600,35873,Serious Cases,ANDA065003
3601,3601,8205,Death,ANDA065003
3602,3602,794,Disabling,ANDA065003
3603,3603,12163,Hospitalization,ANDA065003
3604,3604,2282,Life Threatening Event,ANDA065003
3605,3605,2907,Serious Cases,ANDA075028
3606,3606,540,Death,ANDA075028
3607,3607,127,Disabling,ANDA075028
3608,3608,1440,Hospitalization,ANDA075028
3609,3609,164,Life Threatening Event,ANDA075028
3610,3610,1027,Serious Cases,NDA020189
3611,3611,81,Death,NDA020189
3612,3612,15,Disabling,NDA020189
3613,3613,449,Hospitalization,NDA020189
3614,3614,60,Life Threatening Event,NDA020189
3615,3615,36,Serious Cases,ANDA083246
3616,3616,10,Death,ANDA083246
3617,3617,1,Disabling,ANDA083246
3618,3618,14,Hospitalization,ANDA083246
3619,3619,3,Life Threatening Event,ANDA083246
3620,3620,6833,Serious Cases,NDA020857
3621,3621,582,Death,NDA020857
3622,3622,210,Disabling,NDA020857
3623,3623,2252,Hospitalization,NDA020857
3624,3624,405,Life Threatening Event,NDA020857
3625,3625,439,Serious Cases,NDA012342
3626,3626,37,Death,NDA012342
3627,3627,18,Disabling,NDA012342
3628,3628,192,Hospitalization,NDA012342
3629,3629,42,Life Threatening Event,NDA012342
3630,3630,1589,Serious Cases,NDA021036
3631,3631,248,Death,NDA021036
3632,3632,39,Disabling,NDA021036
3633,3633,384,Hospitalization,NDA021036
3634,3634,104,Life Threatening Event,NDA021036
3635,3635,4369,Serious Cases,NDA020816
3636,3636,429,Death,NDA020816
3637,3637,294,Disabling,NDA020816
3638,3638,1675,Hospitalization,NDA020816
3639,3639,233,Life Threatening Event,NDA020816
3640,3640,1415,Serious Cases,ANDA076455
3641,3641,167,Death,ANDA076455
3642,3642,519,Disabling,ANDA076455
3643,3643,558,Hospitalization,ANDA076455
3644,3644,259,Life Threatening Event,ANDA076455
3645,3645,50623,Serious Cases,NDA204026
3646,3646,11934,Death,NDA204026
3647,3647,580,Disabling,NDA204026
3648,3648,22373,Hospitalization,NDA204026
3649,3649,1454,Life Threatening Event,NDA204026
3650,3650,3564,Serious Cases,NDA009829
3651,3651,393,Death,NDA009829
3652,3652,156,Disabling,NDA009829
3653,3653,1736,Hospitalization,NDA009829
3654,3654,270,Life Threatening Event,NDA009829
3655,3655,80393,Serious Cases,NDA019034
3656,3656,26875,Death,NDA019034
3657,3657,9380,Disabling,NDA019034
3658,3658,15161,Hospitalization,NDA019034
3659,3659,1414,Life Threatening Event,NDA019034
3660,3660,5887,Serious Cases,BLA021426
3661,3661,465,Death,BLA021426
3662,3662,142,Disabling,BLA021426
3663,3663,1980,Hospitalization,BLA021426
3664,3664,272,Life Threatening Event,BLA021426
3665,3665,11590,Serious Cases,NDA009386
3666,3666,3843,Death,NDA009386
3667,3667,115,Disabling,NDA009386
3668,3668,2465,Hospitalization,NDA009386
3669,3669,878,Life Threatening Event,NDA009386
3670,3670,484,Serious Cases,NDA017530
3671,3671,59,Death,NDA017530
3672,3672,26,Disabling,NDA017530
3673,3673,268,Hospitalization,NDA017530
3674,3674,23,Life Threatening Event,NDA017530
3675,3675,3232,Serious Cases,NDA206316
3676,3676,494,Death,NDA206316
3677,3677,85,Disabling,NDA206316
3678,3678,1963,Hospitalization,NDA206316
3679,3679,212,Life Threatening Event,NDA206316
3680,3680,33,Serious Cases,NDA020232
3681,3681,12,Death,NDA020232
3682,3682,1,Hospitalization,NDA020232
3683,3683,1079,Serious Cases,ANDA078245
3684,3684,91,Death,ANDA078245
3685,3685,50,Disabling,ANDA078245
3686,3686,595,Hospitalization,ANDA078245
3687,3687,81,Life Threatening Event,ANDA078245
3688,3688,17368,Serious Cases,ANDA040246
3689,3689,3311,Death,ANDA040246
3690,3690,588,Disabling,ANDA040246
3691,3691,9715,Hospitalization,ANDA040246
3692,3692,1153,Life Threatening Event,ANDA040246
3693,3693,2250,Serious Cases,M002
3694,3694,357,Death,M002
3695,3695,57,Disabling,M002
3696,3696,1192,Hospitalization,M002
3697,3697,95,Life Threatening Event,M002
3698,3698,27933,Serious Cases,NDA020145
3699,3699,4748,Death,NDA020145
3700,3700,1102,Disabling,NDA020145
3701,3701,16849,Hospitalization,NDA020145
3702,3702,2030,Life Threatening Event,NDA020145
3703,3703,3170,Serious Cases,NDA214187
3704,3704,470,Death,NDA214187
3705,3705,138,Disabling,NDA214187
3706,3706,1156,Hospitalization,NDA214187
3707,3707,113,Life Threatening Event,NDA214187
3708,3708,409,Serious Cases,ANDA090721
3709,3709,20,Death,ANDA090721
3710,3710,22,Disabling,ANDA090721
3711,3711,168,Hospitalization,ANDA090721
3712,3712,19,Life Threatening Event,ANDA090721
3713,3713,89,Serious Cases,ANDA075915
3714,3714,20,Death,ANDA075915
3715,3715,3,Disabling,ANDA075915
3716,3716,39,Hospitalization,ANDA075915
3717,3717,4,Life Threatening Event,ANDA075915
3718,3718,693,Serious Cases,ANDA075808
3719,3719,17,Death,ANDA075808
3720,3720,32,Disabling,ANDA075808
3721,3721,265,Hospitalization,ANDA075808
3722,3722,58,Life Threatening Event,ANDA075808
3723,3723,109,Serious Cases,NDA022134
3724,3724,5,Death,NDA022134
3725,3725,7,Disabling,NDA022134
3726,3726,28,Hospitalization,NDA022134
3727,3727,4,Life Threatening Event,NDA022134
3728,3728,1770,Serious Cases,NDA204370
3729,3729,146,Death,NDA204370
3730,3730,78,Disabling,NDA204370
3731,3731,696,Hospitalization,NDA204370
3732,3732,56,Life Threatening Event,NDA204370
3733,3733,1399,Serious Cases,ANDA213810
3734,3734,207,Death,ANDA213810
3735,3735,15,Disabling,ANDA213810
3736,3736,550,Hospitalization,ANDA213810
3737,3737,406,Life Threatening Event,ANDA213810
3738,3738,12462,Serious Cases,NDA021976
3739,3739,1412,Death,NDA021976
3740,3740,368,Disabling,NDA021976
3741,3741,4378,Hospitalization,NDA021976
3742,3742,584,Life Threatening Event,NDA021976
3743,3743,10158,Serious Cases,NDA021187
3744,3744,276,Death,NDA021187
3745,3745,1038,Disabling,NDA021187
3746,3746,5950,Hospitalization,NDA021187
3747,3747,732,Life Threatening Event,NDA021187
3748,3748,77434,Serious Cases,M015
3749,3749,11038,Death,M015
3750,3750,3615,Disabling,M015
3751,3751,37953,Hospitalization,M015
3752,3752,8575,Life Threatening Event,M015
3753,3753,730,Serious Cases,ANDA077200
3754,3754,30,Death,ANDA077200
3755,3755,35,Disabling,ANDA077200
3756,3756,341,Hospitalization,ANDA077200
3757,3757,24,Life Threatening Event,ANDA077200
3758,3758,10,Serious Cases,part357B
3759,3759,3,Death,part357B
3760,3760,1,Hospitalization,part357B
3761,3761,21983,Serious Cases,NDA205636
3762,3762,2410,Death,NDA205636
3763,3763,758,Disabling,NDA205636
3764,3764,10925,Hospitalization,NDA205636
3765,3765,893,Life Threatening Event,NDA205636
3766,3766,11572,Serious Cases,ANDA201537
3767,3767,4171,Death,ANDA201537
3768,3768,203,Disabling,ANDA201537
3769,3769,5795,Hospitalization,ANDA201537
3770,3770,1300,Life Threatening Event,ANDA201537
3771,3771,71495,Serious Cases,BLA125472
3772,3772,6537,Death,BLA125472
3773,3773,4948,Disabling,BLA125472
3774,3774,21389,Hospitalization,BLA125472
3775,3775,3951,Life Threatening Event,BLA125472
3776,3776,2969,Serious Cases,ANDA078292
3777,3777,883,Death,ANDA078292
3778,3778,59,Disabling,ANDA078292
3779,3779,1505,Hospitalization,ANDA078292
3780,3780,152,Life Threatening Event,ANDA078292
3781,3781,106806,Serious Cases,NDA021947
3782,3782,47237,Death,NDA021947
3783,3783,3024,Disabling,NDA021947
3784,3784,33138,Hospitalization,NDA021947
3785,3785,7641,Life Threatening Event,NDA021947
3786,3786,413,Serious Cases,ANDA091452
3787,3787,20,Death,ANDA091452
3788,3788,24,Disabling,ANDA091452
3789,3789,179,Hospitalization,ANDA091452
3790,3790,22,Life Threatening Event,ANDA091452
3791,3791,4345,Serious Cases,NDA207932
3792,3792,646,Death,NDA207932
3793,3793,71,Disabling,NDA207932
3794,3794,675,Hospitalization,NDA207932
3795,3795,129,Life Threatening Event,NDA207932
3796,3796,240,Serious Cases,NDA021544
3797,3797,2,Death,NDA021544
3798,3798,14,Disabling,NDA021544
3799,3799,97,Hospitalization,NDA021544
3800,3800,14,Life Threatening Event,NDA021544
3801,3801,315277,Serious Cases,NDA202020
3802,3802,39479,Death,NDA202020
3803,3803,10691,Disabling,NDA202020
3804,3804,137150,Hospitalization,NDA202020
3805,3805,16356,Life Threatening Event,NDA202020
3806,3806,6777,Serious Cases,NDA021165
3807,3807,441,Death,NDA021165
3808,3808,312,Disabling,NDA021165
3809,3809,3313,Hospitalization,NDA021165
3810,3810,597,Life Threatening Event,NDA021165
3811,3811,73,Serious Cases,ANDA208258
3812,3812,2,Death,ANDA208258
3813,3813,2,Disabling,ANDA208258
3814,3814,33,Hospitalization,ANDA208258
3815,3815,8,Life Threatening Event,ANDA208258
3816,3816,1306,Serious Cases,NDA208261
3817,3817,116,Death,NDA208261
3818,3818,58,Disabling,NDA208261
3819,3819,524,Hospitalization,NDA208261
3820,3820,64,Life Threatening Event,NDA208261
3821,3821,71477,Serious Cases,BLA125118
3822,3822,4892,Death,BLA125118
3823,3823,5280,Disabling,BLA125118
3824,3824,19700,Hospitalization,BLA125118
3825,3825,2952,Life Threatening Event,BLA125118
3826,3826,32402,Serious Cases,NDA020612
3827,3827,4681,Death,NDA020612
3828,3828,1136,Disabling,NDA020612
3829,3829,15733,Hospitalization,NDA020612
3830,3830,3200,Life Threatening Event,NDA020612
3831,3831,1311,Serious Cases,NDA201367
3832,3832,114,Death,NDA201367
3833,3833,13,Disabling,NDA201367
3834,3834,507,Hospitalization,NDA201367
3835,3835,40,Life Threatening Event,NDA201367
3836,3836,5735,Serious Cases,NDA009170
3837,3837,760,Death,NDA009170
3838,3838,240,Disabling,NDA009170
3839,3839,2744,Hospitalization,NDA009170
3840,3840,219,Life Threatening Event,NDA009170
3841,3841,7169,Serious Cases,NDA019667
3842,3842,1766,Death,NDA019667
3843,3843,92,Disabling,NDA019667
3844,3844,3442,Hospitalization,NDA019667
3845,3845,320,Life Threatening Event,NDA019667
3846,3846,3412,Serious Cases,NDA022004
3847,3847,149,Death,NDA022004
3848,3848,149,Disabling,NDA022004
3849,3849,1607,Hospitalization,NDA022004
3850,3850,207,Life Threatening Event,NDA022004
3851,3851,7806,Serious Cases,ANDA210686
3852,3852,1660,Death,ANDA210686
3853,3853,106,Disabling,ANDA210686
3854,3854,3990,Hospitalization,ANDA210686
3855,3855,438,Life Threatening Event,ANDA210686
3856,3856,34289,Serious Cases,ANDA040416
3857,3857,5071,Death,ANDA040416
3858,3858,1344,Disabling,ANDA040416
3859,3859,19323,Hospitalization,ANDA040416
3860,3860,3071,Life Threatening Event,ANDA040416
3861,3861,5761,Serious Cases,NDA022511
3862,3862,1109,Death,NDA022511
3863,3863,126,Disabling,NDA022511
3864,3864,694,Hospitalization,NDA022511
3865,3865,98,Life Threatening Event,NDA022511
3866,3866,47117,Serious Cases,ANDA076255
3867,3867,7118,Death,ANDA076255
3868,3868,1496,Disabling,ANDA076255
3869,3869,24086,Hospitalization,ANDA076255
3870,3870,4700,Life Threatening Event,ANDA076255
3871,3871,48870,Serious Cases,ANDA209898
3872,3872,5475,Death,ANDA209898
3873,3873,1352,Disabling,ANDA209898
3874,3874,21472,Hospitalization,ANDA209898
3875,3875,3346,Life Threatening Event,ANDA209898
3876,3876,216,Serious Cases,ANDA207313
3877,3877,28,Death,ANDA207313
3878,3878,6,Disabling,ANDA207313
3879,3879,86,Hospitalization,ANDA207313
3880,3880,1,Life Threatening Event,ANDA207313
3881,3881,27711,Serious Cases,NDA021004
3882,3882,3799,Death,NDA021004
3883,3883,639,Disabling,NDA021004
3884,3884,8622,Hospitalization,NDA021004
3885,3885,1281,Life Threatening Event,NDA021004
3886,3886,698,Serious Cases,NDA018708
3887,3887,123,Death,NDA018708
3888,3888,20,Disabling,NDA018708
3889,3889,363,Hospitalization,NDA018708
3890,3890,78,Life Threatening Event,NDA018708
3891,3891,9924,Serious Cases,NDA019726
3892,3892,2186,Death,NDA019726
3893,3893,449,Disabling,NDA019726
3894,3894,3344,Hospitalization,NDA019726
3895,3895,466,Life Threatening Event,NDA019726
3896,3896,6135,Serious Cases,NDA020353
3897,3897,843,Death,NDA020353
3898,3898,1054,Disabling,NDA020353
3899,3899,2875,Hospitalization,NDA020353
3900,3900,1040,Life Threatening Event,NDA020353
3901,3901,3087,Serious Cases,BLA020367
3902,3902,769,Death,BLA020367
3903,3903,93,Disabling,BLA020367
3904,3904,1365,Hospitalization,BLA020367
3905,3905,101,Life Threatening Event,BLA020367
3906,3906,11434,Serious Cases,M011
3907,3907,4148,Death,M011
3908,3908,784,Disabling,M011
3909,3909,4520,Hospitalization,M011
3910,3910,1119,Life Threatening Event,M011
3911,3911,827,Serious Cases,ANDA078548
3912,3912,48,Death,ANDA078548
3913,3913,31,Disabling,ANDA078548
3914,3914,216,Hospitalization,ANDA078548
3915,3915,13,Life Threatening Event,ANDA078548
3916,3916,14199,Serious Cases,NDA020708
3917,3917,3562,Death,NDA020708
3918,3918,448,Disabling,NDA020708
3919,3919,5306,Hospitalization,NDA020708
3920,3920,419,Life Threatening Event,NDA020708
3921,3921,309,Serious Cases,BLA022523
3922,3922,42,Death,BLA022523
3923,3923,9,Disabling,BLA022523
3924,3924,175,Hospitalization,BLA022523
3925,3925,11,Life Threatening Event,BLA022523
3926,3926,123,Serious Cases,ANDA090538
3927,3927,8,Death,ANDA090538
3928,3928,13,Disabling,ANDA090538
3929,3929,57,Hospitalization,ANDA090538
3930,3930,8,Life Threatening Event,ANDA090538
3931,3931,10458,Serious Cases,BLA103471
3932,3932,1298,Death,BLA103471
3933,3933,242,Disabling,BLA103471
3934,3934,4172,Hospitalization,BLA103471
3935,3935,125,Life Threatening Event,BLA103471
3936,3936,1287,Serious Cases,NDA017381
3937,3937,246,Death,NDA017381
3938,3938,45,Disabling,NDA017381
3939,3939,687,Hospitalization,NDA017381
3940,3940,65,Life Threatening Event,NDA017381
3941,3941,2158,Serious Cases,NDA200063
3942,3942,24,Death,NDA200063
3943,3943,84,Disabling,NDA200063
3944,3944,434,Hospitalization,NDA200063
3945,3945,48,Life Threatening Event,NDA200063
3946,3946,50845,Serious Cases,part349
3947,3947,6698,Death,part349
3948,3948,1560,Disabling,part349
3949,3949,28517,Hospitalization,part349
3950,3950,4323,Life Threatening Event,part349
3951,3951,6976,Serious Cases,BLA021629
3952,3952,734,Death,BLA021629
3953,3953,225,Disabling,BLA021629
3954,3954,3731,Hospitalization,BLA021629
3955,3955,551,Life Threatening Event,BLA021629
3956,3956,29,Serious Cases,ANDA214454
3957,3957,2,Death,ANDA214454
3958,3958,18,Hospitalization,ANDA214454
3959,3959,2321,Serious Cases,ANDA072206
3960,3960,400,Death,ANDA072206
3961,3961,45,Disabling,ANDA072206
3962,3962,1314,Hospitalization,ANDA072206
3963,3963,282,Life Threatening Event,ANDA072206
3964,3964,7719,Serious Cases,NDA022560
3965,3965,770,Death,NDA022560
3966,3966,922,Disabling,NDA022560
3967,3967,3465,Hospitalization,NDA022560
3968,3968,752,Life Threatening Event,NDA022560
3969,3969,135,Serious Cases,ANDA090946
3970,3970,11,Death,ANDA090946
3971,3971,14,Disabling,ANDA090946
3972,3972,61,Hospitalization,ANDA090946
3973,3973,10,Life Threatening Event,ANDA090946
3974,3974,374,Serious Cases,ANDA076081
3975,3975,4,Death,ANDA076081
3976,3976,24,Disabling,ANDA076081
3977,3977,151,Hospitalization,ANDA076081
3978,3978,23,Life Threatening Event,ANDA076081
3979,3979,231,Serious Cases,NDA005213
3980,3980,52,Death,NDA005213
3981,3981,8,Disabling,NDA005213
3982,3982,147,Hospitalization,NDA005213
3983,3983,17,Life Threatening Event,NDA005213
3984,3984,2024,Serious Cases,ANDA203153
3985,3985,450,Death,ANDA203153
3986,3986,29,Disabling,ANDA203153
3987,3987,1243,Hospitalization,ANDA203153
3988,3988,165,Life Threatening Event,ANDA203153
3989,3989,1172,Serious Cases,ANDA205220
3990,3990,191,Death,ANDA205220
3991,3991,28,Disabling,ANDA205220
3992,3992,622,Hospitalization,ANDA205220
3993,3993,99,Life Threatening Event,ANDA205220
3994,3994,606,Serious Cases,NDA021537
3995,3995,64,Death,NDA021537
3996,3996,63,Disabling,NDA021537
3997,3997,234,Hospitalization,NDA021537
3998,3998,20,Life Threatening Event,NDA021537
3999,3999,11510,Serious Cases,NDA021319
4000,4000,1551,Death,NDA021319
4001,4001,485,Disabling,NDA021319
4002,4002,5646,Hospitalization,NDA021319
4003,4003,621,Life Threatening Event,NDA021319
4004,4004,1271,Serious Cases,NDA022393
4005,4005,409,Death,NDA022393
4006,4006,20,Disabling,NDA022393
4007,4007,529,Hospitalization,NDA022393
4008,4008,92,Life Threatening Event,NDA022393
4009,4009,76,Serious Cases,NDA018771
4010,4010,2,Death,NDA018771
4011,4011,10,Disabling,NDA018771
4012,4012,20,Hospitalization,NDA018771
4013,4013,1,Life Threatening Event,NDA018771
4014,4014,1029,Serious Cases,NDA213138
4015,4015,212,Death,NDA213138
4016,4016,28,Disabling,NDA213138
4017,4017,535,Hospitalization,NDA213138
4018,4018,86,Life Threatening Event,NDA213138
4019,4019,372,Serious Cases,ANDA090793
4020,4020,11,Death,ANDA090793
4021,4021,10,Disabling,ANDA090793
4022,4022,129,Hospitalization,ANDA090793
4023,4023,25,Life Threatening Event,ANDA090793
4024,4024,75847,Serious Cases,ANDA074909
4025,4025,24772,Death,ANDA074909
4026,4026,2067,Disabling,ANDA074909
4027,4027,32183,Hospitalization,ANDA074909
4028,4028,4248,Life Threatening Event,ANDA074909
4029,4029,19624,Serious Cases,NDA022068
4030,4030,5244,Death,NDA022068
4031,4031,501,Disabling,NDA022068
4032,4032,5926,Hospitalization,NDA022068
4033,4033,792,Life Threatening Event,NDA022068
4034,4034,933,Serious Cases,ANDA078233
4035,4035,75,Death,ANDA078233
4036,4036,24,Disabling,ANDA078233
4037,4037,436,Hospitalization,ANDA078233
4038,4038,33,Life Threatening Event,ANDA078233
4039,4039,4344,Serious Cases,NDA021887
4040,4040,114,Death,NDA021887
4041,4041,219,Disabling,NDA021887
4042,4042,1351,Hospitalization,NDA021887
4043,4043,183,Life Threatening Event,NDA021887
4044,4044,12900,Serious Cases,NDA213801
4045,4045,1196,Death,NDA213801
4046,4046,544,Disabling,NDA213801
4047,4047,4743,Hospitalization,NDA213801
4048,4048,408,Life Threatening Event,NDA213801
4049,4049,7789,Serious Cases,NDA022211
4050,4050,2523,Death,NDA022211
4051,4051,170,Disabling,NDA022211
4052,4052,3192,Hospitalization,NDA022211
4053,4053,878,Life Threatening Event,NDA022211
4054,4054,912,Serious Cases,ANDA216348
4055,4055,78,Death,ANDA216348
4056,4056,40,Disabling,ANDA216348
4057,4057,411,Hospitalization,ANDA216348
4058,4058,35,Life Threatening Event,ANDA216348
4059,4059,1238,Serious Cases,ANDA202505
4060,4060,98,Death,ANDA202505
4061,4061,67,Disabling,ANDA202505
4062,4062,543,Hospitalization,ANDA202505
4063,4063,95,Life Threatening Event,ANDA202505
4064,4064,888,Serious Cases,part355
4065,4065,132,Death,part355
4066,4066,58,Disabling,part355
4067,4067,394,Hospitalization,part355
4068,4068,61,Life Threatening Event,part355
4069,4069,1190,Serious Cases,ANDA205994
4070,4070,94,Death,ANDA205994
4071,4071,31,Disabling,ANDA205994
4072,4072,788,Hospitalization,ANDA205994
4073,4073,131,Life Threatening Event,ANDA205994
4074,4074,14019,Serious Cases,NDA019183
4075,4075,2056,Death,NDA019183
4076,4076,486,Disabling,NDA019183
4077,4077,7862,Hospitalization,NDA019183
4078,4078,655,Life Threatening Event,NDA019183
4079,4079,726,Serious Cases,ANDA090005
4080,4080,102,Death,ANDA090005
4081,4081,15,Disabling,ANDA090005
4082,4082,441,Hospitalization,ANDA090005
4083,4083,73,Life Threatening Event,ANDA090005
4084,4084,278,Serious Cases,NDA050810
4085,4085,23,Death,NDA050810
4086,4086,13,Disabling,NDA050810
4087,4087,131,Hospitalization,NDA050810
4088,4088,10,Life Threatening Event,NDA050810
4089,4089,12043,Serious Cases,NDA021351
4090,4090,1480,Death,NDA021351
4091,4091,504,Disabling,NDA021351
4092,4092,6088,Hospitalization,NDA021351
4093,4093,534,Life Threatening Event,NDA021351
4094,4094,1466,Serious Cases,NDA022395
4095,4095,113,Death,NDA022395
4096,4096,95,Disabling,NDA022395
4097,4097,495,Hospitalization,NDA022395
4098,4098,56,Life Threatening Event,NDA022395
4099,4099,392,Serious Cases,NDA022308
4100,4100,54,Death,NDA022308
4101,4101,15,Disabling,NDA022308
4102,4102,134,Hospitalization,NDA022308
4103,4103,2,Life Threatening Event,NDA022308
4104,4104,5810,Serious Cases,BLA019764
4105,4105,513,Death,BLA019764
4106,4106,147,Disabling,BLA019764
4107,4107,2153,Hospitalization,BLA019764
4108,4108,265,Life Threatening Event,BLA019764
4109,4109,1,Serious Cases,NDA050803
4110,4110,1,Hospitalization,NDA050803
4111,4111,8032,Serious Cases,ANDA212809
4112,4112,1506,Death,ANDA212809
4113,4113,357,Disabling,ANDA212809
4114,4114,4544,Hospitalization,ANDA212809
4115,4115,820,Life Threatening Event,ANDA212809
4116,4116,97612,Serious Cases,M016
4117,4117,14766,Death,M016
4118,4118,4492,Disabling,M016
4119,4119,50087,Hospitalization,M016
4120,4120,10156,Life Threatening Event,M016
4121,4121,28165,Serious Cases,ANDA077927
4122,4122,2697,Death,ANDA077927
4123,4123,1460,Disabling,ANDA077927
4124,4124,11351,Hospitalization,ANDA077927
4125,4125,1191,Life Threatening Event,ANDA077927
4126,4126,56818,Serious Cases,NDA020985
4127,4127,9050,Death,NDA020985
4128,4128,1116,Disabling,NDA020985
4129,4129,24247,Hospitalization,NDA020985
4130,4130,4494,Life Threatening Event,NDA020985
4131,4131,3712,Serious Cases,NDA021998
4132,4132,49,Death,NDA021998
4133,4133,85,Disabling,NDA021998
4134,4134,503,Hospitalization,NDA021998
